mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex
BAC009S0009W0138_BAC009S0015W0486,S0009,M,S0015,M
BAC009S0128W0445_BAC009S0060W0289,S0128,F,S0060,M
BAC009S0238W0393_BAC009S0342W0426,S0238,F,S0342,F
BAC009S0085W0198_BAC009S0246W0204,S0085,M,S0246,M
BAC009S0141W0297_BAC009S0357W0447,S0141,F,S0357,F
BAC009S0060W0340_BAC009S0205W0319,S0060,M,S0205,F
BAC009S0101W0151_BAC009S0519W0379,S0101,M,S0519,F
BAC009S0102W0198_BAC009S0005W0177,S0102,M,S0005,M
BAC009S0185W0165_BAC009S0214W0338,S0185,F,S0214,F
BAC009S0014W0122_BAC009S0213W0409,S0014,M,S0213,F
BAC009S0016W0320_BAC009S0015W0137,S0016,M,S0015,M
BAC009S0225W0166_BAC009S0014W0354,S0225,F,S0014,M
BAC009S0186W0214_BAC009S0034W0166,S0186,F,S0034,M
BAC009S0716W0201_BAC009S0354W0229,S0716,M,S0354,F
BAC009S0084W0213_BAC009S0515W0256,S0084,M,S0515,F
BAC009S0187W0370_BAC009S0166W0149,S0187,F,S0166,F
BAC009S0663W0400_BAC009S0056W0468,S0663,F,S0056,M
BAC009S0244W0166_BAC009S0079W0349,S0244,F,S0079,M
BAC009S0139W0190_BAC009S0056W0383,S0139,F,S0056,M
BAC009S0236W0409_BAC009S0344W0288,S0236,F,S0344,F
BAC009S0127W0468_BAC009S0245W0325,S0127,F,S0245,F
BAC009S0350W0299_BAC009S0163W0192,S0350,F,S0163,F
BAC009S0219W0485_BAC009S0033W0161,S0219,F,S0033,M
BAC009S0236W0132_BAC009S0346W0195,S0236,F,S0346,F
BAC009S0142W0323_BAC009S0160W0179,S0142,F,S0160,F
BAC009S0165W0149_BAC009S0070W0407,S0165,F,S0070,M
BAC009S0210W0406_BAC009S0018W0164,S0210,F,S0018,M
BAC009S0019W0349_BAC009S0234W0292,S0019,M,S0234,F
BAC009S0158W0185_BAC009S0105W0163,S0158,F,S0105,M
BAC009S0357W0468_BAC009S0099W0452,S0357,F,S0099,M
BAC009S0209W0190_BAC009S0167W0390,S0209,F,S0167,F
BAC009S0056W0376_BAC009S0144W0150,S0056,M,S0144,F
BAC009S0068W0156_BAC009S0192W0366,S0068,M,S0192,F
BAC009S0083W0133_BAC009S0241W0136,S0083,M,S0241,F
BAC009S0103W0249_BAC009S0172W0214,S0103,M,S0172,F
BAC009S0347W0315_BAC009S0241W0401,S0347,F,S0241,F
BAC009S0711W0435_BAC009S0152W0466,S0711,M,S0152,F
BAC009S0036W0388_BAC009S0714W0155,S0036,M,S0714,M
BAC009S0601W0448_BAC009S0039W0461,S0601,M,S0039,M
BAC009S0359W0332_BAC009S0211W0224,S0359,F,S0211,F
BAC009S0184W0137_BAC009S0212W0358,S0184,F,S0212,F
BAC009S0092W0249_BAC009S0122W0401,S0092,M,S0122,M
BAC009S0047W0343_BAC009S0108W0446,S0047,M,S0108,M
BAC009S0032W0144_BAC009S0084W0160,S0032,M,S0084,M
BAC009S0599W0467_BAC009S0126W0474,S0599,M,S0126,F
BAC009S0084W0182_BAC009S0095W0337,S0084,M,S0095,M
BAC009S0662W0378_BAC009S0136W0224,S0662,F,S0136,F
BAC009S0715W0393_BAC009S0028W0344,S0715,M,S0028,M
BAC009S0701W0247_BAC009S0355W0367,S0701,M,S0355,F
BAC009S0337W0221_BAC009S0102W0295,S0337,F,S0102,M
BAC009S0231W0399_BAC009S0135W0484,S0231,F,S0135,F
BAC009S0713W0208_BAC009S0656W0192,S0713,M,S0656,F
BAC009S0243W0371_BAC009S0092W0161,S0243,F,S0092,M
BAC009S0187W0347_BAC009S0339W0148,S0187,F,S0339,F
BAC009S0232W0233_BAC009S0719W0131,S0232,F,S0719,M
BAC009S0102W0326_BAC009S0336W0362,S0102,M,S0336,F
BAC009S0658W0242_BAC009S0713W0219,S0658,F,S0713,M
BAC009S0661W0473_BAC009S0091W0383,S0661,F,S0091,M
BAC009S0077W0490_BAC009S0072W0181,S0077,M,S0072,M
BAC009S0014W0460_BAC009S0659W0322,S0014,M,S0659,F
BAC009S0220W0181_BAC009S0146W0301,S0220,F,S0146,F
BAC009S0718W0195_BAC009S0661W0228,S0718,M,S0661,F
BAC009S0166W0464_BAC009S0169W0305,S0166,F,S0169,F
BAC009S0085W0160_BAC009S0601W0226,S0085,M,S0601,M
BAC009S0186W0300_BAC009S0077W0196,S0186,F,S0077,M
BAC009S0226W0252_BAC009S0156W0157,S0226,F,S0156,F
BAC009S0054W0148_BAC009S0150W0350,S0054,M,S0150,F
BAC009S0069W0366_BAC009S0224W0132,S0069,M,S0224,F
BAC009S0249W0371_BAC009S0115W0121,S0249,M,S0115,M
BAC009S0128W0369_BAC009S0238W0448,S0128,F,S0238,F
BAC009S0107W0407_BAC009S0709W0212,S0107,M,S0709,M
BAC009S0019W0353_BAC009S0251W0251,S0019,M,S0251,M
BAC009S0354W0454_BAC009S0198W0460,S0354,F,S0198,F
BAC009S0151W0238_BAC009S0050W0172,S0151,F,S0050,M
BAC009S0028W0205_BAC009S0660W0449,S0028,M,S0660,F
BAC009S0143W0142_BAC009S0509W0150,S0143,F,S0509,F
BAC009S0251W0378_BAC009S0187W0158,S0251,M,S0187,F
BAC009S0723W0446_BAC009S0231W0266,S0723,M,S0231,F
BAC009S0227W0244_BAC009S0361W0331,S0227,F,S0361,F
BAC009S0027W0263_BAC009S0172W0469,S0027,M,S0172,F
BAC009S0098W0139_BAC009S0092W0223,S0098,M,S0092,M
BAC009S0358W0495_BAC009S0149W0350,S0358,F,S0149,F
BAC009S0021W0177_BAC009S0207W0226,S0021,M,S0207,F
BAC009S0702W0361_BAC009S0070W0453,S0702,M,S0070,M
BAC009S0085W0181_BAC009S0200W0397,S0085,M,S0200,F
BAC009S0359W0346_BAC009S0166W0390,S0359,F,S0166,F
BAC009S0107W0151_BAC009S0600W0126,S0107,M,S0600,M
BAC009S0048W0186_BAC009S0064W0465,S0048,M,S0064,M
BAC009S0513W0398_BAC009S0076W0147,S0513,F,S0076,M
BAC009S0030W0145_BAC009S0143W0298,S0030,M,S0143,F
BAC009S0515W0455_BAC009S0173W0155,S0515,F,S0173,F
BAC009S0025W0211_BAC009S0513W0455,S0025,M,S0513,F
BAC009S0344W0187_BAC009S0122W0373,S0344,F,S0122,M
BAC009S0357W0207_BAC009S0113W0272,S0357,F,S0113,M
BAC009S0138W0307_BAC009S0716W0341,S0138,F,S0716,M
BAC009S0350W0290_BAC009S0201W0399,S0350,F,S0201,F
BAC009S0060W0190_BAC009S0171W0330,S0060,M,S0171,F
BAC009S0006W0388_BAC009S0047W0422,S0006,M,S0047,M
BAC009S0224W0328_BAC009S0088W0489,S0224,F,S0088,M
BAC009S0704W0374_BAC009S0018W0263,S0704,M,S0018,M
BAC009S0193W0284_BAC009S0156W0167,S0193,F,S0156,F
BAC009S0215W0367_BAC009S0250W0126,S0215,F,S0250,M
BAC009S0207W0219_BAC009S0174W0213,S0207,F,S0174,F
BAC009S0105W0131_BAC009S0169W0176,S0105,M,S0169,F
BAC009S0236W0337_BAC009S0656W0274,S0236,F,S0656,F
BAC009S0663W0310_BAC009S0094W0484,S0663,F,S0094,M
BAC009S0252W0251_BAC009S0063W0372,S0252,M,S0063,M
BAC009S0138W0459_BAC009S0517W0212,S0138,F,S0517,F
BAC009S0243W0187_BAC009S0238W0182,S0243,F,S0238,F
BAC009S0093W0205_BAC009S0192W0455,S0093,M,S0192,F
BAC009S0179W0490_BAC009S0016W0401,S0179,F,S0016,M
BAC009S0334W0231_BAC009S0017W0215,S0334,F,S0017,M
BAC009S0084W0210_BAC009S0072W0426,S0084,M,S0072,M
BAC009S0181W0147_BAC009S0218W0487,S0181,F,S0218,F
BAC009S0515W0327_BAC009S0509W0444,S0515,F,S0509,F
BAC009S0057W0268_BAC009S0111W0273,S0057,M,S0111,M
BAC009S0038W0319_BAC009S0334W0184,S0038,M,S0334,F
BAC009S0134W0417_BAC009S0715W0211,S0134,F,S0715,M
BAC009S0188W0366_BAC009S0242W0279,S0188,F,S0242,F
BAC009S0225W0452_BAC009S0601W0307,S0225,F,S0601,M
BAC009S0072W0278_BAC009S0208W0254,S0072,M,S0208,F
BAC009S0223W0156_BAC009S0076W0403,S0223,F,S0076,M
BAC009S0519W0345_BAC009S0133W0279,S0519,F,S0133,F
BAC009S0198W0301_BAC009S0664W0395,S0198,F,S0664,F
BAC009S0709W0221_BAC009S0039W0315,S0709,M,S0039,M
BAC009S0229W0387_BAC009S0336W0170,S0229,F,S0336,F
BAC009S0511W0290_BAC009S0027W0483,S0511,F,S0027,M
BAC009S0090W0305_BAC009S0514W0232,S0090,M,S0514,F
BAC009S0040W0309_BAC009S0184W0236,S0040,M,S0184,F
BAC009S0363W0235_BAC009S0052W0357,S0363,F,S0052,M
BAC009S0090W0459_BAC009S0216W0330,S0090,M,S0216,F
BAC009S0128W0338_BAC009S0146W0142,S0128,F,S0146,F
BAC009S0085W0213_BAC009S0079W0431,S0085,M,S0079,M
BAC009S0070W0182_BAC009S0236W0233,S0070,M,S0236,F
BAC009S0073W0126_BAC009S0061W0158,S0073,M,S0061,M
BAC009S0036W0449_BAC009S0061W0400,S0036,M,S0061,M
BAC009S0046W0335_BAC009S0723W0180,S0046,M,S0723,M
BAC009S0105W0473_BAC009S0145W0260,S0105,M,S0145,F
BAC009S0085W0238_BAC009S0191W0446,S0085,M,S0191,F
BAC009S0043W0475_BAC009S0050W0276,S0043,M,S0050,M
BAC009S0006W0457_BAC009S0186W0467,S0006,M,S0186,F
BAC009S0517W0208_BAC009S0129W0139,S0517,F,S0129,F
BAC009S0211W0151_BAC009S0082W0444,S0211,F,S0082,M
BAC009S0720W0254_BAC009S0116W0221,S0720,M,S0116,M
BAC009S0168W0311_BAC009S0125W0306,S0168,F,S0125,F
BAC009S0719W0289_BAC009S0215W0191,S0719,M,S0215,F
BAC009S0212W0276_BAC009S0142W0250,S0212,F,S0142,F
BAC009S0359W0214_BAC009S0140W0401,S0359,F,S0140,F
BAC009S0360W0233_BAC009S0596W0318,S0360,F,S0596,M
BAC009S0088W0157_BAC009S0130W0482,S0088,M,S0130,F
BAC009S0081W0148_BAC009S0711W0418,S0081,M,S0711,M
BAC009S0707W0177_BAC009S0704W0361,S0707,M,S0704,M
BAC009S0026W0416_BAC009S0103W0339,S0026,M,S0103,M
BAC009S0355W0177_BAC009S0022W0482,S0355,F,S0022,M
BAC009S0346W0450_BAC009S0218W0471,S0346,F,S0218,F
BAC009S0159W0232_BAC009S0082W0346,S0159,F,S0082,M
BAC009S0163W0416_BAC009S0351W0133,S0163,F,S0351,F
BAC009S0360W0317_BAC009S0087W0466,S0360,F,S0087,M
BAC009S0358W0464_BAC009S0166W0379,S0358,F,S0166,F
BAC009S0238W0381_BAC009S0078W0396,S0238,F,S0078,M
BAC009S0112W0465_BAC009S0194W0444,S0112,M,S0194,F
BAC009S0142W0269_BAC009S0172W0407,S0142,F,S0172,F
BAC009S0093W0151_BAC009S0511W0495,S0093,M,S0511,F
BAC009S0338W0475_BAC009S0108W0250,S0338,F,S0108,M
BAC009S0008W0389_BAC009S0128W0205,S0008,M,S0128,F
BAC009S0100W0443_BAC009S0198W0140,S0100,M,S0198,F
BAC009S0174W0373_BAC009S0362W0302,S0174,F,S0362,F
BAC009S0658W0164_BAC009S0704W0433,S0658,F,S0704,M
BAC009S0174W0471_BAC009S0032W0390,S0174,F,S0032,M
BAC009S0166W0221_BAC009S0336W0389,S0166,F,S0336,F
BAC009S0233W0381_BAC009S0657W0490,S0233,F,S0657,F
BAC009S0155W0301_BAC009S0601W0263,S0155,F,S0601,M
BAC009S0014W0493_BAC009S0003W0492,S0014,M,S0003,M
BAC009S0596W0337_BAC009S0600W0469,S0596,M,S0600,M
BAC009S0517W0295_BAC009S0363W0229,S0517,F,S0363,F
BAC009S0138W0173_BAC009S0351W0144,S0138,F,S0351,F
BAC009S0165W0128_BAC009S0422W0363,S0165,F,S0422,M
BAC009S0336W0215_BAC009S0244W0475,S0336,F,S0244,F
BAC009S0057W0285_BAC009S0514W0208,S0057,M,S0514,F
BAC009S0181W0195_BAC009S0166W0121,S0181,F,S0166,F
BAC009S0223W0249_BAC009S0033W0488,S0223,F,S0033,M
BAC009S0115W0401_BAC009S0352W0460,S0115,M,S0352,F
BAC009S0228W0218_BAC009S0245W0133,S0228,F,S0245,F
BAC009S0087W0365_BAC009S0163W0423,S0087,M,S0163,F
BAC009S0522W0325_BAC009S0190W0217,S0522,F,S0190,F
BAC009S0601W0303_BAC009S0093W0379,S0601,M,S0093,M
BAC009S0084W0380_BAC009S0523W0386,S0084,M,S0523,F
BAC009S0510W0229_BAC009S0038W0217,S0510,F,S0038,M
BAC009S0190W0355_BAC009S0033W0170,S0190,F,S0033,M
BAC009S0206W0435_BAC009S0236W0485,S0206,F,S0236,F
BAC009S0657W0300_BAC009S0423W0186,S0657,F,S0423,M
BAC009S0421W0344_BAC009S0156W0451,S0421,M,S0156,F
BAC009S0340W0155_BAC009S0053W0493,S0340,F,S0053,M
BAC009S0035W0233_BAC009S0016W0483,S0035,M,S0016,M
BAC009S0081W0247_BAC009S0059W0416,S0081,M,S0059,M
BAC009S0179W0211_BAC009S0092W0173,S0179,F,S0092,M
BAC009S0522W0387_BAC009S0181W0371,S0522,F,S0181,F
BAC009S0034W0152_BAC009S0187W0371,S0034,M,S0187,F
BAC009S0157W0275_BAC009S0049W0313,S0157,F,S0049,M
BAC009S0721W0380_BAC009S0034W0170,S0721,M,S0034,M
BAC009S0658W0405_BAC009S0128W0184,S0658,F,S0128,F
BAC009S0248W0376_BAC009S0205W0232,S0248,M,S0205,F
BAC009S0659W0401_BAC009S0517W0456,S0659,F,S0517,F
BAC009S0218W0355_BAC009S0421W0305,S0218,F,S0421,M
BAC009S0096W0178_BAC009S0194W0305,S0096,M,S0194,F
BAC009S0030W0403_BAC009S0102W0362,S0030,M,S0102,M
BAC009S0341W0354_BAC009S0355W0369,S0341,F,S0355,F
BAC009S0512W0438_BAC009S0017W0252,S0512,F,S0017,M
BAC009S0519W0482_BAC009S0149W0320,S0519,F,S0149,F
BAC009S0179W0474_BAC009S0719W0263,S0179,F,S0719,M
BAC009S0210W0460_BAC009S0103W0462,S0210,F,S0103,M
BAC009S0018W0355_BAC009S0703W0188,S0018,M,S0703,M
BAC009S0014W0173_BAC009S0097W0454,S0014,M,S0097,M
BAC009S0022W0229_BAC009S0031W0484,S0022,M,S0031,M
BAC009S0204W0225_BAC009S0019W0176,S0204,F,S0019,M
BAC009S0226W0477_BAC009S0074W0482,S0226,F,S0074,M
BAC009S0054W0464_BAC009S0007W0131,S0054,M,S0007,M
BAC009S0363W0441_BAC009S0151W0305,S0363,F,S0151,F
BAC009S0183W0243_BAC009S0334W0380,S0183,F,S0334,F
BAC009S0067W0128_BAC009S0658W0364,S0067,M,S0658,F
BAC009S0339W0157_BAC009S0189W0407,S0339,F,S0189,F
BAC009S0102W0167_BAC009S0141W0257,S0102,M,S0141,F
BAC009S0010W0380_BAC009S0164W0126,S0010,M,S0164,F
BAC009S0140W0347_BAC009S0215W0380,S0140,F,S0215,F
BAC009S0036W0492_BAC009S0002W0138,S0036,M,S0002,M
BAC009S0141W0326_BAC009S0423W0418,S0141,F,S0423,M
BAC009S0191W0292_BAC009S0097W0492,S0191,F,S0097,M
BAC009S0181W0273_BAC009S0009W0471,S0181,F,S0009,M
BAC009S0141W0476_BAC009S0357W0293,S0141,F,S0357,F
BAC009S0666W0289_BAC009S0077W0431,S0666,F,S0077,M
BAC009S0006W0398_BAC009S0246W0234,S0006,M,S0246,M
BAC009S0338W0154_BAC009S0071W0354,S0338,F,S0071,M
BAC009S0423W0394_BAC009S0031W0323,S0423,M,S0031,M
BAC009S0341W0194_BAC009S0163W0347,S0341,F,S0163,F
BAC009S0164W0445_BAC009S0105W0305,S0164,F,S0105,M
BAC009S0018W0214_BAC009S0523W0147,S0018,M,S0523,F
BAC009S0185W0399_BAC009S0007W0358,S0185,F,S0007,M
BAC009S0237W0345_BAC009S0020W0144,S0237,F,S0020,M
BAC009S0664W0353_BAC009S0660W0315,S0664,F,S0660,F
BAC009S0046W0385_BAC009S0014W0159,S0046,M,S0014,M
BAC009S0132W0162_BAC009S0233W0492,S0132,F,S0233,F
BAC009S0149W0470_BAC009S0015W0471,S0149,F,S0015,M
BAC009S0162W0390_BAC009S0112W0275,S0162,F,S0112,M
BAC009S0058W0335_BAC009S0005W0478,S0058,M,S0005,M
BAC009S0518W0254_BAC009S0249W0257,S0518,F,S0249,M
BAC009S0226W0180_BAC009S0023W0230,S0226,F,S0023,M
BAC009S0169W0296_BAC009S0156W0194,S0169,F,S0156,F
BAC009S0058W0240_BAC009S0225W0224,S0058,M,S0225,F
BAC009S0217W0149_BAC009S0075W0429,S0217,F,S0075,M
BAC009S0522W0212_BAC009S0090W0129,S0522,F,S0090,M
BAC009S0147W0149_BAC009S0596W0420,S0147,F,S0596,M
BAC009S0036W0280_BAC009S0186W0442,S0036,M,S0186,F
BAC009S0021W0231_BAC009S0126W0395,S0021,M,S0126,F
BAC009S0241W0449_BAC009S0719W0421,S0241,F,S0719,M
BAC009S0226W0193_BAC009S0518W0228,S0226,F,S0518,F
BAC009S0116W0293_BAC009S0015W0154,S0116,M,S0015,M
BAC009S0205W0397_BAC009S0136W0129,S0205,F,S0136,F
BAC009S0126W0296_BAC009S0662W0251,S0126,F,S0662,F
BAC009S0071W0334_BAC009S0045W0383,S0071,M,S0045,M
BAC009S0073W0281_BAC009S0217W0491,S0073,M,S0217,F
BAC009S0190W0459_BAC009S0348W0131,S0190,F,S0348,F
BAC009S0098W0235_BAC009S0346W0185,S0098,M,S0346,F
BAC009S0354W0192_BAC009S0027W0423,S0354,F,S0027,M
BAC009S0520W0337_BAC009S0066W0447,S0520,F,S0066,M
BAC009S0239W0443_BAC009S0172W0156,S0239,F,S0172,F
BAC009S0240W0234_BAC009S0223W0218,S0240,F,S0223,F
BAC009S0162W0456_BAC009S0710W0264,S0162,F,S0710,M
BAC009S0704W0190_BAC009S0075W0190,S0704,M,S0075,M
BAC009S0519W0493_BAC009S0022W0402,S0519,F,S0022,M
BAC009S0197W0316_BAC009S0178W0389,S0197,F,S0178,F
BAC009S0139W0476_BAC009S0067W0256,S0139,F,S0067,M
BAC009S0190W0427_BAC009S0185W0364,S0190,F,S0185,F
BAC009S0087W0237_BAC009S0097W0348,S0087,M,S0097,M
BAC009S0521W0393_BAC009S0095W0389,S0521,F,S0095,M
BAC009S0421W0136_BAC009S0079W0236,S0421,M,S0079,M
BAC009S0054W0438_BAC009S0018W0205,S0054,M,S0018,M
BAC009S0248W0443_BAC009S0143W0426,S0248,M,S0143,F
BAC009S0127W0184_BAC009S0148W0365,S0127,F,S0148,F
BAC009S0660W0379_BAC009S0043W0231,S0660,F,S0043,M
BAC009S0240W0178_BAC009S0133W0135,S0240,F,S0133,F
BAC009S0703W0243_BAC009S0009W0167,S0703,M,S0009,M
BAC009S0091W0267_BAC009S0138W0356,S0091,M,S0138,F
BAC009S0158W0448_BAC009S0334W0339,S0158,F,S0334,F
BAC009S0066W0434_BAC009S0151W0370,S0066,M,S0151,F
BAC009S0244W0373_BAC009S0347W0451,S0244,F,S0347,F
BAC009S0358W0255_BAC009S0059W0463,S0358,F,S0059,M
BAC009S0127W0364_BAC009S0074W0243,S0127,F,S0074,M
BAC009S0009W0490_BAC009S0252W0294,S0009,M,S0252,M
BAC009S0352W0341_BAC009S0658W0472,S0352,F,S0658,F
BAC009S0079W0453_BAC009S0070W0323,S0079,M,S0070,M
BAC009S0008W0297_BAC009S0203W0274,S0008,M,S0203,F
BAC009S0355W0379_BAC009S0176W0376,S0355,F,S0176,F
BAC009S0359W0422_BAC009S0714W0303,S0359,F,S0714,M
BAC009S0215W0196_BAC009S0518W0424,S0215,F,S0518,F
BAC009S0243W0171_BAC009S0051W0466,S0243,F,S0051,M
BAC009S0124W0123_BAC009S0708W0162,S0124,F,S0708,M
BAC009S0063W0361_BAC009S0339W0482,S0063,M,S0339,F
BAC009S0337W0382_BAC009S0335W0125,S0337,F,S0335,F
BAC009S0519W0397_BAC009S0166W0368,S0519,F,S0166,F
BAC009S0027W0304_BAC009S0352W0456,S0027,M,S0352,F
BAC009S0019W0301_BAC009S0221W0402,S0019,M,S0221,F
BAC009S0202W0209_BAC009S0702W0403,S0202,F,S0702,M
BAC009S0363W0352_BAC009S0515W0166,S0363,F,S0515,F
BAC009S0214W0327_BAC009S0013W0153,S0214,F,S0013,M
BAC009S0218W0357_BAC009S0187W0219,S0218,F,S0187,F
BAC009S0093W0173_BAC009S0064W0203,S0093,M,S0064,M
BAC009S0231W0389_BAC009S0002W0468,S0231,F,S0002,M
BAC009S0025W0378_BAC009S0221W0351,S0025,M,S0221,F
BAC009S0021W0460_BAC009S0222W0238,S0021,M,S0222,F
BAC009S0041W0282_BAC009S0102W0282,S0041,M,S0102,M
BAC009S0119W0338_BAC009S0519W0295,S0119,M,S0519,F
BAC009S0084W0161_BAC009S0123W0379,S0084,M,S0123,M
BAC009S0085W0389_BAC009S0715W0241,S0085,M,S0715,M
BAC009S0660W0329_BAC009S0516W0314,S0660,F,S0516,F
BAC009S0073W0311_BAC009S0028W0281,S0073,M,S0028,M
BAC009S0126W0451_BAC009S0221W0287,S0126,F,S0221,F
BAC009S0351W0394_BAC009S0519W0127,S0351,F,S0519,F
BAC009S0355W0221_BAC009S0174W0407,S0355,F,S0174,F
BAC009S0180W0364_BAC009S0138W0249,S0180,F,S0138,F
BAC009S0019W0237_BAC009S0184W0175,S0019,M,S0184,F
BAC009S0120W0341_BAC009S0102W0421,S0120,M,S0102,M
BAC009S0114W0457_BAC009S0199W0291,S0114,M,S0199,F
BAC009S0349W0260_BAC009S0340W0435,S0349,F,S0340,F
BAC009S0071W0163_BAC009S0009W0239,S0071,M,S0009,M
BAC009S0150W0362_BAC009S0158W0361,S0150,F,S0158,F
BAC009S0011W0387_BAC009S0074W0233,S0011,M,S0074,M
BAC009S0355W0325_BAC009S0092W0367,S0355,F,S0092,M
BAC009S0212W0461_BAC009S0150W0254,S0212,F,S0150,F
BAC009S0069W0257_BAC009S0239W0125,S0069,M,S0239,F
BAC009S0098W0176_BAC009S0141W0378,S0098,M,S0141,F
BAC009S0021W0240_BAC009S0080W0133,S0021,M,S0080,M
BAC009S0706W0380_BAC009S0704W0263,S0706,M,S0704,M
BAC009S0149W0491_BAC009S0337W0224,S0149,F,S0337,F
BAC009S0152W0303_BAC009S0010W0215,S0152,F,S0010,M
BAC009S0658W0362_BAC009S0206W0239,S0658,F,S0206,F
BAC009S0080W0385_BAC009S0355W0329,S0080,M,S0355,F
BAC009S0039W0199_BAC009S0143W0163,S0039,M,S0143,F
BAC009S0030W0134_BAC009S0702W0424,S0030,M,S0702,M
BAC009S0049W0129_BAC009S0168W0388,S0049,M,S0168,F
BAC009S0182W0437_BAC009S0189W0156,S0182,F,S0189,F
BAC009S0128W0492_BAC009S0353W0324,S0128,F,S0353,F
BAC009S0250W0422_BAC009S0213W0133,S0250,M,S0213,F
BAC009S0518W0242_BAC009S0348W0383,S0518,F,S0348,F
BAC009S0201W0433_BAC009S0033W0313,S0201,F,S0033,M
BAC009S0148W0275_BAC009S0245W0210,S0148,F,S0245,F
BAC009S0221W0295_BAC009S0215W0486,S0221,F,S0215,F
BAC009S0335W0293_BAC009S0026W0360,S0335,F,S0026,M
BAC009S0215W0431_BAC009S0193W0123,S0215,F,S0193,F
BAC009S0514W0457_BAC009S0165W0441,S0514,F,S0165,F
BAC009S0238W0151_BAC009S0251W0221,S0238,F,S0251,M
BAC009S0221W0494_BAC009S0357W0243,S0221,F,S0357,F
BAC009S0066W0297_BAC009S0015W0271,S0066,M,S0015,M
BAC009S0513W0492_BAC009S0657W0429,S0513,F,S0657,F
BAC009S0207W0150_BAC009S0083W0482,S0207,F,S0083,M
BAC009S0422W0203_BAC009S0701W0489,S0422,M,S0701,M
BAC009S0162W0257_BAC009S0661W0390,S0162,F,S0661,F
BAC009S0662W0391_BAC009S0347W0400,S0662,F,S0347,F
BAC009S0231W0345_BAC009S0049W0185,S0231,F,S0049,M
BAC009S0355W0342_BAC009S0711W0492,S0355,F,S0711,M
BAC009S0082W0318_BAC009S0352W0398,S0082,M,S0352,F
BAC009S0132W0371_BAC009S0003W0478,S0132,F,S0003,M
BAC009S0223W0399_BAC009S0354W0390,S0223,F,S0354,F
BAC009S0522W0174_BAC009S0175W0182,S0522,F,S0175,F
BAC009S0244W0406_BAC009S0025W0138,S0244,F,S0025,M
BAC009S0193W0235_BAC009S0221W0324,S0193,F,S0221,F
BAC009S0723W0189_BAC009S0706W0344,S0723,M,S0706,M
BAC009S0132W0229_BAC009S0199W0281,S0132,F,S0199,F
BAC009S0351W0350_BAC009S0003W0489,S0351,F,S0003,M
BAC009S0358W0440_BAC009S0661W0359,S0358,F,S0661,F
BAC009S0237W0252_BAC009S0098W0433,S0237,F,S0098,M
BAC009S0003W0358_BAC009S0106W0311,S0003,M,S0106,M
BAC009S0134W0267_BAC009S0599W0342,S0134,F,S0599,M
BAC009S0045W0432_BAC009S0140W0275,S0045,M,S0140,F
BAC009S0037W0482_BAC009S0511W0168,S0037,M,S0511,F
BAC009S0722W0358_BAC009S0356W0290,S0722,M,S0356,F
BAC009S0161W0353_BAC009S0129W0201,S0161,F,S0129,F
BAC009S0011W0127_BAC009S0337W0276,S0011,M,S0337,F
BAC009S0714W0211_BAC009S0233W0173,S0714,M,S0233,F
BAC009S0133W0429_BAC009S0184W0394,S0133,F,S0184,F
BAC009S0047W0366_BAC009S0599W0357,S0047,M,S0599,M
BAC009S0080W0379_BAC009S0116W0455,S0080,M,S0116,M
BAC009S0247W0360_BAC009S0018W0292,S0247,M,S0018,M
BAC009S0110W0202_BAC009S0122W0476,S0110,M,S0122,M
BAC009S0204W0127_BAC009S0235W0268,S0204,F,S0235,F
BAC009S0190W0396_BAC009S0657W0176,S0190,F,S0657,F
BAC009S0088W0448_BAC009S0050W0361,S0088,M,S0050,M
BAC009S0012W0325_BAC009S0032W0227,S0012,M,S0032,M
BAC009S0202W0129_BAC009S0096W0432,S0202,F,S0096,M
BAC009S0121W0269_BAC009S0711W0384,S0121,M,S0711,M
BAC009S0115W0235_BAC009S0343W0425,S0115,M,S0343,F
BAC009S0214W0488_BAC009S0034W0135,S0214,F,S0034,M
BAC009S0041W0286_BAC009S0723W0218,S0041,M,S0723,M
BAC009S0249W0480_BAC009S0134W0352,S0249,M,S0134,F
BAC009S0124W0380_BAC009S0085W0364,S0124,F,S0085,M
BAC009S0515W0436_BAC009S0080W0448,S0515,F,S0080,M
BAC009S0006W0213_BAC009S0347W0216,S0006,M,S0347,F
BAC009S0702W0203_BAC009S0120W0354,S0702,M,S0120,M
BAC009S0196W0277_BAC009S0190W0320,S0196,F,S0190,F
BAC009S0045W0313_BAC009S0132W0156,S0045,M,S0132,F
BAC009S0162W0297_BAC009S0665W0392,S0162,F,S0665,F
BAC009S0182W0149_BAC009S0051W0404,S0182,F,S0051,M
BAC009S0127W0249_BAC009S0342W0429,S0127,F,S0342,F
BAC009S0233W0424_BAC009S0656W0256,S0233,F,S0656,F
BAC009S0160W0166_BAC009S0205W0338,S0160,F,S0205,F
BAC009S0234W0251_BAC009S0713W0491,S0234,F,S0713,M
BAC009S0073W0396_BAC009S0228W0409,S0073,M,S0228,F
BAC009S0214W0378_BAC009S0103W0186,S0214,F,S0103,M
BAC009S0072W0213_BAC009S0177W0401,S0072,M,S0177,F
BAC009S0187W0477_BAC009S0520W0176,S0187,F,S0520,F
BAC009S0346W0364_BAC009S0522W0193,S0346,F,S0522,F
