mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex,speaker_3_ID,speaker_3_sex
BAC009S0192W0248_BAC009S0513W0220_BAC009S0204W0226,S0192,F,S0513,F,S0204,F
BAC009S0199W0181_BAC009S0244W0146_BAC009S0348W0318,S0199,F,S0244,F,S0348,F
BAC009S0713W0285_BAC009S0071W0385_BAC009S0028W0383,S0713,M,S0071,M,S0028,M
BAC009S0183W0418_BAC009S0523W0171_BAC009S0245W0436,S0183,F,S0523,F,S0245,F
BAC009S0061W0212_BAC009S0247W0450_BAC009S0136W0401,S0061,M,S0247,M,S0136,F
BAC009S0719W0255_BAC009S0134W0482_BAC009S0116W0165,S0719,M,S0134,F,S0116,M
BAC009S0036W0177_BAC009S0347W0163_BAC009S0719W0329,S0036,M,S0347,F,S0719,M
BAC009S0057W0123_BAC009S0708W0432_BAC009S0229W0472,S0057,M,S0708,M,S0229,F
BAC009S0195W0136_BAC009S0243W0398_BAC009S0203W0335,S0195,F,S0243,F,S0203,F
BAC009S0340W0187_BAC009S0153W0319_BAC009S0706W0392,S0340,F,S0153,F,S0706,M
BAC009S0512W0168_BAC009S0126W0292_BAC009S0190W0287,S0512,F,S0126,F,S0190,F
BAC009S0065W0430_BAC009S0095W0439_BAC009S0063W0295,S0065,M,S0095,M,S0063,M
BAC009S0140W0158_BAC009S0234W0178_BAC009S0186W0190,S0140,F,S0234,F,S0186,F
BAC009S0337W0440_BAC009S0350W0265_BAC009S0014W0248,S0337,F,S0350,F,S0014,M
BAC009S0018W0308_BAC009S0044W0294_BAC009S0041W0347,S0018,M,S0044,M,S0041,M
BAC009S0071W0275_BAC009S0167W0203_BAC009S0175W0410,S0071,M,S0167,F,S0175,F
BAC009S0149W0205_BAC009S0715W0375_BAC009S0138W0148,S0149,F,S0715,M,S0138,F
BAC009S0201W0321_BAC009S0084W0318_BAC009S0067W0482,S0201,F,S0084,M,S0067,M
BAC009S0041W0175_BAC009S0067W0241_BAC009S0148W0429,S0041,M,S0067,M,S0148,F
BAC009S0158W0475_BAC009S0121W0266_BAC009S0348W0276,S0158,F,S0121,M,S0348,F
BAC009S0661W0395_BAC009S0658W0490_BAC009S0166W0394,S0661,F,S0658,F,S0166,F
BAC009S0021W0440_BAC009S0026W0483_BAC009S0032W0227,S0021,M,S0026,M,S0032,M
BAC009S0055W0152_BAC009S0070W0300_BAC009S0187W0319,S0055,M,S0070,M,S0187,F
BAC009S0021W0325_BAC009S0353W0443_BAC009S0076W0168,S0021,M,S0353,F,S0076,M
BAC009S0708W0129_BAC009S0054W0477_BAC009S0057W0429,S0708,M,S0054,M,S0057,M
BAC009S0230W0200_BAC009S0155W0484_BAC009S0129W0136,S0230,F,S0155,F,S0129,F
BAC009S0235W0430_BAC009S0003W0451_BAC009S0344W0300,S0235,F,S0003,M,S0344,F
BAC009S0170W0173_BAC009S0137W0403_BAC009S0423W0233,S0170,F,S0137,F,S0423,M
BAC009S0025W0382_BAC009S0107W0268_BAC009S0125W0250,S0025,M,S0107,M,S0125,F
BAC009S0078W0354_BAC009S0063W0281_BAC009S0115W0344,S0078,M,S0063,M,S0115,M
BAC009S0181W0400_BAC009S0046W0264_BAC009S0719W0360,S0181,F,S0046,M,S0719,M
BAC009S0707W0468_BAC009S0197W0473_BAC009S0515W0204,S0707,M,S0197,F,S0515,F
BAC009S0225W0239_BAC009S0089W0479_BAC009S0221W0378,S0225,F,S0089,M,S0221,F
BAC009S0032W0233_BAC009S0040W0481_BAC009S0181W0239,S0032,M,S0040,M,S0181,F
BAC009S0213W0348_BAC009S0358W0316_BAC009S0336W0309,S0213,F,S0358,F,S0336,F
BAC009S0723W0266_BAC009S0151W0183_BAC009S0227W0230,S0723,M,S0151,F,S0227,F
BAC009S0252W0448_BAC009S0179W0121_BAC009S0518W0239,S0252,M,S0179,F,S0518,F
BAC009S0117W0315_BAC009S0716W0441_BAC009S0088W0492,S0117,M,S0716,M,S0088,M
BAC009S0092W0431_BAC009S0004W0423_BAC009S0509W0215,S0092,M,S0004,M,S0509,F
BAC009S0043W0127_BAC009S0204W0381_BAC009S0145W0150,S0043,M,S0204,F,S0145,F
BAC009S0106W0217_BAC009S0237W0483_BAC009S0096W0470,S0106,M,S0237,F,S0096,M
BAC009S0169W0285_BAC009S0201W0219_BAC009S0068W0412,S0169,F,S0201,F,S0068,M
BAC009S0233W0204_BAC009S0714W0403_BAC009S0003W0125,S0233,F,S0714,M,S0003,M
BAC009S0185W0214_BAC009S0026W0227_BAC009S0191W0338,S0185,F,S0026,M,S0191,F
BAC009S0191W0360_BAC009S0088W0239_BAC009S0351W0440,S0191,F,S0088,M,S0351,F
BAC009S0065W0196_BAC009S0074W0243_BAC009S0084W0413,S0065,M,S0074,M,S0084,M
BAC009S0721W0317_BAC009S0153W0471_BAC009S0704W0452,S0721,M,S0153,F,S0704,M
BAC009S0159W0393_BAC009S0106W0170_BAC009S0348W0258,S0159,F,S0106,M,S0348,F
BAC009S0126W0387_BAC009S0201W0454_BAC009S0243W0472,S0126,F,S0201,F,S0243,F
BAC009S0360W0127_BAC009S0227W0321_BAC009S0243W0124,S0360,F,S0227,F,S0243,F
BAC009S0076W0422_BAC009S0235W0379_BAC009S0212W0322,S0076,M,S0235,F,S0212,F
BAC009S0180W0218_BAC009S0234W0316_BAC009S0335W0309,S0180,F,S0234,F,S0335,F
BAC009S0099W0251_BAC009S0203W0267_BAC009S0245W0124,S0099,M,S0203,F,S0245,F
BAC009S0225W0389_BAC009S0047W0150_BAC009S0121W0262,S0225,F,S0047,M,S0121,M
BAC009S0246W0492_BAC009S0197W0444_BAC009S0120W0477,S0246,M,S0197,F,S0120,M
BAC009S0146W0413_BAC009S0156W0313_BAC009S0130W0437,S0146,F,S0156,F,S0130,F
BAC009S0151W0494_BAC009S0136W0141_BAC009S0210W0429,S0151,F,S0136,F,S0210,F
BAC009S0020W0483_BAC009S0337W0432_BAC009S0028W0130,S0020,M,S0337,F,S0028,M
BAC009S0356W0233_BAC009S0598W0234_BAC009S0109W0463,S0356,F,S0598,M,S0109,M
BAC009S0423W0219_BAC009S0067W0431_BAC009S0181W0143,S0423,M,S0067,M,S0181,F
BAC009S0024W0426_BAC009S0058W0405_BAC009S0103W0421,S0024,M,S0058,M,S0103,M
BAC009S0115W0400_BAC009S0510W0361_BAC009S0125W0248,S0115,M,S0510,F,S0125,F
BAC009S0356W0444_BAC009S0352W0456_BAC009S0106W0316,S0356,F,S0352,F,S0106,M
BAC009S0423W0185_BAC009S0713W0211_BAC009S0221W0155,S0423,M,S0713,M,S0221,F
BAC009S0710W0429_BAC009S0063W0241_BAC009S0037W0220,S0710,M,S0063,M,S0037,M
BAC009S0084W0165_BAC009S0516W0488_BAC009S0112W0318,S0084,M,S0516,F,S0112,M
BAC009S0151W0370_BAC009S0518W0464_BAC009S0155W0216,S0151,F,S0518,F,S0155,F
BAC009S0518W0356_BAC009S0158W0428_BAC009S0664W0340,S0518,F,S0158,F,S0664,F
BAC009S0041W0351_BAC009S0701W0346_BAC009S0033W0482,S0041,M,S0701,M,S0033,M
BAC009S0131W0140_BAC009S0128W0138_BAC009S0716W0136,S0131,F,S0128,F,S0716,M
BAC009S0423W0391_BAC009S0034W0249_BAC009S0208W0391,S0423,M,S0034,M,S0208,F
BAC009S0512W0359_BAC009S0250W0200_BAC009S0086W0488,S0512,F,S0250,M,S0086,M
BAC009S0194W0478_BAC009S0513W0265_BAC009S0361W0241,S0194,F,S0513,F,S0361,F
BAC009S0196W0359_BAC009S0201W0157_BAC009S0341W0228,S0196,F,S0201,F,S0341,F
BAC009S0078W0152_BAC009S0234W0190_BAC009S0068W0183,S0078,M,S0234,F,S0068,M
BAC009S0061W0336_BAC009S0706W0390_BAC009S0034W0482,S0061,M,S0706,M,S0034,M
BAC009S0080W0495_BAC009S0196W0317_BAC009S0703W0382,S0080,M,S0196,F,S0703,M
BAC009S0338W0291_BAC009S0060W0386_BAC009S0722W0317,S0338,F,S0060,M,S0722,M
BAC009S0106W0358_BAC009S0013W0454_BAC009S0012W0124,S0106,M,S0013,M,S0012,M
BAC009S0717W0179_BAC009S0423W0481_BAC009S0723W0147,S0717,M,S0423,M,S0723,M
BAC009S0245W0480_BAC009S0076W0424_BAC009S0715W0145,S0245,F,S0076,M,S0715,M
BAC009S0125W0132_BAC009S0111W0389_BAC009S0010W0188,S0125,F,S0111,M,S0010,M
BAC009S0082W0236_BAC009S0359W0126_BAC009S0036W0162,S0082,M,S0359,F,S0036,M
BAC009S0173W0292_BAC009S0188W0178_BAC009S0150W0320,S0173,F,S0188,F,S0150,F
BAC009S0205W0156_BAC009S0023W0439_BAC009S0005W0349,S0205,F,S0023,M,S0005,M
BAC009S0339W0183_BAC009S0149W0320_BAC009S0151W0227,S0339,F,S0149,F,S0151,F
BAC009S0015W0308_BAC009S0220W0489_BAC009S0231W0317,S0015,M,S0220,F,S0231,F
BAC009S0135W0449_BAC009S0167W0239_BAC009S0516W0289,S0135,F,S0167,F,S0516,F
BAC009S0161W0156_BAC009S0080W0339_BAC009S0028W0492,S0161,F,S0080,M,S0028,M
BAC009S0212W0466_BAC009S0064W0283_BAC009S0011W0464,S0212,F,S0064,M,S0011,M
BAC009S0084W0457_BAC009S0352W0144_BAC009S0128W0306,S0084,M,S0352,F,S0128,F
BAC009S0188W0185_BAC009S0031W0391_BAC009S0172W0364,S0188,F,S0031,M,S0172,F
BAC009S0046W0488_BAC009S0121W0136_BAC009S0044W0130,S0046,M,S0121,M,S0044,M
BAC009S0340W0342_BAC009S0144W0138_BAC009S0339W0181,S0340,F,S0144,F,S0339,F
BAC009S0138W0411_BAC009S0163W0338_BAC009S0361W0475,S0138,F,S0163,F,S0361,F
BAC009S0511W0477_BAC009S0250W0359_BAC009S0203W0363,S0511,F,S0250,M,S0203,F
BAC009S0089W0198_BAC009S0065W0286_BAC009S0229W0203,S0089,M,S0065,M,S0229,F
BAC009S0187W0240_BAC009S0082W0147_BAC009S0152W0457,S0187,F,S0082,M,S0152,F
BAC009S0003W0399_BAC009S0004W0234_BAC009S0363W0319,S0003,M,S0004,M,S0363,F
BAC009S0710W0302_BAC009S0704W0460_BAC009S0250W0365,S0710,M,S0704,M,S0250,M
BAC009S0352W0205_BAC009S0074W0335_BAC009S0663W0126,S0352,F,S0074,M,S0663,F
BAC009S0142W0202_BAC009S0522W0398_BAC009S0211W0462,S0142,F,S0522,F,S0211,F
BAC009S0335W0340_BAC009S0136W0492_BAC009S0020W0217,S0335,F,S0136,F,S0020,M
BAC009S0349W0132_BAC009S0715W0367_BAC009S0203W0352,S0349,F,S0715,M,S0203,F
BAC009S0065W0222_BAC009S0337W0180_BAC009S0169W0447,S0065,M,S0337,F,S0169,F
BAC009S0345W0222_BAC009S0241W0459_BAC009S0719W0151,S0345,F,S0241,F,S0719,M
BAC009S0206W0213_BAC009S0243W0279_BAC009S0113W0326,S0206,F,S0243,F,S0113,M
BAC009S0344W0244_BAC009S0042W0251_BAC009S0213W0204,S0344,F,S0042,M,S0213,F
BAC009S0151W0208_BAC009S0209W0443_BAC009S0110W0388,S0151,F,S0209,F,S0110,M
BAC009S0359W0176_BAC009S0033W0184_BAC009S0118W0148,S0359,F,S0033,M,S0118,M
BAC009S0166W0181_BAC009S0241W0331_BAC009S0234W0201,S0166,F,S0241,F,S0234,F
BAC009S0220W0493_BAC009S0127W0316_BAC009S0108W0291,S0220,F,S0127,F,S0108,M
BAC009S0512W0126_BAC009S0086W0445_BAC009S0154W0368,S0512,F,S0086,M,S0154,F
BAC009S0133W0385_BAC009S0509W0443_BAC009S0598W0151,S0133,F,S0509,F,S0598,M
BAC009S0189W0483_BAC009S0090W0487_BAC009S0709W0442,S0189,F,S0090,M,S0709,M
BAC009S0513W0251_BAC009S0169W0483_BAC009S0020W0325,S0513,F,S0169,F,S0020,M
BAC009S0134W0228_BAC009S0083W0393_BAC009S0016W0418,S0134,F,S0083,M,S0016,M
BAC009S0183W0199_BAC009S0351W0203_BAC009S0189W0333,S0183,F,S0351,F,S0189,F
BAC009S0017W0316_BAC009S0596W0363_BAC009S0196W0255,S0017,M,S0596,M,S0196,F
BAC009S0006W0360_BAC009S0174W0177_BAC009S0701W0212,S0006,M,S0174,F,S0701,M
BAC009S0141W0330_BAC009S0709W0441_BAC009S0352W0429,S0141,F,S0709,M,S0352,F
BAC009S0235W0179_BAC009S0171W0146_BAC009S0088W0308,S0235,F,S0171,F,S0088,M
BAC009S0178W0178_BAC009S0046W0209_BAC009S0048W0346,S0178,F,S0046,M,S0048,M
BAC009S0180W0452_BAC009S0086W0175_BAC009S0097W0190,S0180,F,S0086,M,S0097,M
BAC009S0236W0260_BAC009S0136W0342_BAC009S0422W0351,S0236,F,S0136,F,S0422,M
BAC009S0703W0149_BAC009S0105W0266_BAC009S0519W0162,S0703,M,S0105,M,S0519,F
BAC009S0002W0218_BAC009S0059W0387_BAC009S0421W0235,S0002,M,S0059,M,S0421,M
BAC009S0210W0486_BAC009S0183W0316_BAC009S0165W0327,S0210,F,S0183,F,S0165,F
BAC009S0242W0205_BAC009S0149W0334_BAC009S0346W0475,S0242,F,S0149,F,S0346,F
BAC009S0178W0288_BAC009S0363W0309_BAC009S0701W0337,S0178,F,S0363,F,S0701,M
BAC009S0088W0128_BAC009S0168W0247_BAC009S0189W0143,S0088,M,S0168,F,S0189,F
BAC009S0162W0460_BAC009S0142W0352_BAC009S0063W0181,S0162,F,S0142,F,S0063,M
BAC009S0157W0166_BAC009S0245W0155_BAC009S0361W0425,S0157,F,S0245,F,S0361,F
BAC009S0137W0264_BAC009S0117W0279_BAC009S0111W0488,S0137,F,S0117,M,S0111,M
BAC009S0117W0265_BAC009S0080W0309_BAC009S0248W0424,S0117,M,S0080,M,S0248,M
BAC009S0334W0138_BAC009S0519W0192_BAC009S0038W0180,S0334,F,S0519,F,S0038,M
BAC009S0205W0348_BAC009S0068W0156_BAC009S0335W0471,S0205,F,S0068,M,S0335,F
BAC009S0196W0325_BAC009S0087W0196_BAC009S0053W0131,S0196,F,S0087,M,S0053,M
BAC009S0247W0198_BAC009S0174W0334_BAC009S0086W0312,S0247,M,S0174,F,S0086,M
BAC009S0421W0341_BAC009S0184W0207_BAC009S0199W0399,S0421,M,S0184,F,S0199,F
BAC009S0229W0406_BAC009S0701W0205_BAC009S0248W0225,S0229,F,S0701,M,S0248,M
BAC009S0006W0239_BAC009S0342W0187_BAC009S0034W0472,S0006,M,S0342,F,S0034,M
BAC009S0237W0480_BAC009S0145W0251_BAC009S0216W0272,S0237,F,S0145,F,S0216,F
BAC009S0709W0463_BAC009S0354W0301_BAC009S0240W0300,S0709,M,S0354,F,S0240,F
BAC009S0168W0123_BAC009S0354W0278_BAC009S0721W0183,S0168,F,S0354,F,S0721,M
BAC009S0347W0205_BAC009S0220W0217_BAC009S0702W0453,S0347,F,S0220,F,S0702,M
BAC009S0523W0163_BAC009S0244W0344_BAC009S0164W0416,S0523,F,S0244,F,S0164,F
BAC009S0050W0228_BAC009S0029W0317_BAC009S0076W0315,S0050,M,S0029,M,S0076,M
BAC009S0006W0345_BAC009S0049W0302_BAC009S0241W0295,S0006,M,S0049,M,S0241,F
BAC009S0110W0306_BAC009S0721W0247_BAC009S0141W0433,S0110,M,S0721,M,S0141,F
BAC009S0710W0490_BAC009S0234W0474_BAC009S0053W0184,S0710,M,S0234,F,S0053,M
BAC009S0718W0178_BAC009S0097W0373_BAC009S0721W0141,S0718,M,S0097,M,S0721,M
BAC009S0058W0312_BAC009S0705W0330_BAC009S0002W0229,S0058,M,S0705,M,S0002,M
BAC009S0085W0148_BAC009S0702W0151_BAC009S0015W0383,S0085,M,S0702,M,S0015,M
BAC009S0023W0127_BAC009S0227W0405_BAC009S0123W0239,S0023,M,S0227,F,S0123,M
BAC009S0237W0195_BAC009S0251W0339_BAC009S0039W0169,S0237,F,S0251,M,S0039,M
BAC009S0210W0139_BAC009S0145W0369_BAC009S0017W0222,S0210,F,S0145,F,S0017,M
BAC009S0034W0252_BAC009S0047W0179_BAC009S0520W0339,S0034,M,S0047,M,S0520,F
BAC009S0702W0350_BAC009S0129W0438_BAC009S0136W0307,S0702,M,S0129,F,S0136,F
BAC009S0511W0287_BAC009S0235W0273_BAC009S0512W0302,S0511,F,S0235,F,S0512,F
BAC009S0056W0416_BAC009S0109W0416_BAC009S0421W0416,S0056,M,S0109,M,S0421,M
BAC009S0212W0259_BAC009S0423W0304_BAC009S0162W0280,S0212,F,S0423,M,S0162,F
BAC009S0061W0131_BAC009S0010W0211_BAC009S0655W0383,S0061,M,S0010,M,S0655,F
BAC009S0179W0415_BAC009S0226W0163_BAC009S0076W0133,S0179,F,S0226,F,S0076,M
BAC009S0058W0244_BAC009S0717W0317_BAC009S0517W0137,S0058,M,S0717,M,S0517,F
BAC009S0145W0425_BAC009S0174W0320_BAC009S0705W0200,S0145,F,S0174,F,S0705,M
BAC009S0181W0259_BAC009S0022W0426_BAC009S0713W0436,S0181,F,S0022,M,S0713,M
BAC009S0711W0284_BAC009S0208W0157_BAC009S0598W0256,S0711,M,S0208,F,S0598,M
BAC009S0198W0214_BAC009S0065W0300_BAC009S0059W0158,S0198,F,S0065,M,S0059,M
BAC009S0078W0276_BAC009S0084W0215_BAC009S0188W0246,S0078,M,S0084,M,S0188,F
BAC009S0168W0465_BAC009S0240W0440_BAC009S0172W0333,S0168,F,S0240,F,S0172,F
BAC009S0191W0129_BAC009S0237W0397_BAC009S0249W0349,S0191,F,S0237,F,S0249,M
BAC009S0348W0243_BAC009S0146W0294_BAC009S0233W0371,S0348,F,S0146,F,S0233,F
BAC009S0090W0459_BAC009S0159W0329_BAC009S0177W0415,S0090,M,S0159,F,S0177,F
BAC009S0060W0230_BAC009S0148W0466_BAC009S0522W0339,S0060,M,S0148,F,S0522,F
BAC009S0212W0382_BAC009S0710W0191_BAC009S0598W0411,S0212,F,S0710,M,S0598,M
BAC009S0170W0231_BAC009S0110W0187_BAC009S0035W0232,S0170,F,S0110,M,S0035,M
BAC009S0219W0165_BAC009S0338W0401_BAC009S0515W0210,S0219,F,S0338,F,S0515,F
BAC009S0228W0140_BAC009S0072W0363_BAC009S0044W0157,S0228,F,S0072,M,S0044,M
BAC009S0185W0174_BAC009S0214W0232_BAC009S0336W0124,S0185,F,S0214,F,S0336,F
BAC009S0245W0157_BAC009S0121W0331_BAC009S0220W0429,S0245,F,S0121,M,S0220,F
BAC009S0718W0242_BAC009S0033W0306_BAC009S0125W0440,S0718,M,S0033,M,S0125,F
BAC009S0086W0434_BAC009S0013W0374_BAC009S0337W0419,S0086,M,S0013,M,S0337,F
BAC009S0172W0276_BAC009S0139W0264_BAC009S0173W0399,S0172,F,S0139,F,S0173,F
BAC009S0189W0272_BAC009S0002W0412_BAC009S0188W0225,S0189,F,S0002,M,S0188,F
BAC009S0071W0487_BAC009S0045W0190_BAC009S0203W0199,S0071,M,S0045,M,S0203,F
BAC009S0099W0338_BAC009S0714W0478_BAC009S0187W0283,S0099,M,S0714,M,S0187,F
BAC009S0138W0313_BAC009S0215W0193_BAC009S0133W0412,S0138,F,S0215,F,S0133,F
BAC009S0237W0172_BAC009S0219W0255_BAC009S0210W0312,S0237,F,S0219,F,S0210,F
BAC009S0712W0272_BAC009S0102W0431_BAC009S0041W0202,S0712,M,S0102,M,S0041,M
BAC009S0192W0441_BAC009S0200W0433_BAC009S0657W0402,S0192,F,S0200,F,S0657,F
BAC009S0207W0324_BAC009S0118W0237_BAC009S0242W0316,S0207,F,S0118,M,S0242,F
BAC009S0068W0419_BAC009S0123W0190_BAC009S0704W0363,S0068,M,S0123,M,S0704,M
BAC009S0207W0223_BAC009S0701W0434_BAC009S0164W0370,S0207,F,S0701,M,S0164,F
BAC009S0520W0357_BAC009S0022W0479_BAC009S0120W0471,S0520,F,S0022,M,S0120,M
BAC009S0249W0327_BAC009S0039W0234_BAC009S0125W0422,S0249,M,S0039,M,S0125,F
BAC009S0348W0197_BAC009S0122W0157_BAC009S0238W0273,S0348,F,S0122,M,S0238,F
BAC009S0121W0380_BAC009S0518W0207_BAC009S0235W0174,S0121,M,S0518,F,S0235,F
BAC009S0004W0329_BAC009S0044W0154_BAC009S0237W0167,S0004,M,S0044,M,S0237,F
BAC009S0181W0216_BAC009S0134W0347_BAC009S0249W0237,S0181,F,S0134,F,S0249,M
BAC009S0208W0203_BAC009S0245W0453_BAC009S0181W0166,S0208,F,S0245,F,S0181,F
BAC009S0053W0238_BAC009S0128W0290_BAC009S0087W0408,S0053,M,S0128,F,S0087,M
BAC009S0201W0229_BAC009S0180W0225_BAC009S0130W0187,S0201,F,S0180,F,S0130,F
BAC009S0155W0260_BAC009S0511W0292_BAC009S0068W0396,S0155,F,S0511,F,S0068,M
BAC009S0150W0368_BAC009S0226W0479_BAC009S0108W0352,S0150,F,S0226,F,S0108,M
BAC009S0705W0210_BAC009S0018W0386_BAC009S0721W0193,S0705,M,S0018,M,S0721,M
BAC009S0082W0394_BAC009S0152W0391_BAC009S0187W0229,S0082,M,S0152,F,S0187,F
BAC009S0131W0476_BAC009S0031W0404_BAC009S0598W0224,S0131,F,S0031,M,S0598,M
BAC009S0119W0221_BAC009S0038W0423_BAC009S0146W0382,S0119,M,S0038,M,S0146,F
BAC009S0154W0191_BAC009S0233W0134_BAC009S0058W0139,S0154,F,S0233,F,S0058,M
BAC009S0030W0313_BAC009S0048W0435_BAC009S0662W0213,S0030,M,S0048,M,S0662,F
BAC009S0052W0156_BAC009S0173W0187_BAC009S0092W0182,S0052,M,S0173,F,S0092,M
BAC009S0023W0479_BAC009S0034W0385_BAC009S0197W0323,S0023,M,S0034,M,S0197,F
BAC009S0122W0458_BAC009S0102W0465_BAC009S0170W0452,S0122,M,S0102,M,S0170,F
BAC009S0663W0442_BAC009S0516W0156_BAC009S0081W0134,S0663,F,S0516,F,S0081,M
BAC009S0110W0463_BAC009S0134W0369_BAC009S0343W0148,S0110,M,S0134,F,S0343,F
BAC009S0707W0343_BAC009S0170W0481_BAC009S0025W0149,S0707,M,S0170,F,S0025,M
BAC009S0121W0224_BAC009S0516W0214_BAC009S0661W0252,S0121,M,S0516,F,S0661,F
BAC009S0058W0389_BAC009S0070W0258_BAC009S0170W0480,S0058,M,S0070,M,S0170,F
BAC009S0212W0241_BAC009S0088W0405_BAC009S0095W0316,S0212,F,S0088,M,S0095,M
BAC009S0252W0370_BAC009S0169W0396_BAC009S0231W0123,S0252,M,S0169,F,S0231,F
BAC009S0133W0381_BAC009S0042W0316_BAC009S0064W0172,S0133,F,S0042,M,S0064,M
BAC009S0656W0450_BAC009S0088W0148_BAC009S0218W0229,S0656,F,S0088,M,S0218,F
BAC009S0024W0418_BAC009S0338W0450_BAC009S0203W0268,S0024,M,S0338,F,S0203,F
BAC009S0098W0312_BAC009S0114W0312_BAC009S0071W0473,S0098,M,S0114,M,S0071,M
BAC009S0099W0170_BAC009S0153W0383_BAC009S0076W0260,S0099,M,S0153,F,S0076,M
BAC009S0102W0200_BAC009S0662W0363_BAC009S0655W0440,S0102,M,S0662,F,S0655,F
BAC009S0221W0140_BAC009S0031W0228_BAC009S0193W0370,S0221,F,S0031,M,S0193,F
BAC009S0119W0317_BAC009S0362W0384_BAC009S0090W0159,S0119,M,S0362,F,S0090,M
BAC009S0160W0438_BAC009S0198W0314_BAC009S0090W0158,S0160,F,S0198,F,S0090,M
BAC009S0068W0448_BAC009S0515W0122_BAC009S0024W0258,S0068,M,S0515,F,S0024,M
BAC009S0236W0472_BAC009S0334W0217_BAC009S0421W0144,S0236,F,S0334,F,S0421,M
BAC009S0003W0225_BAC009S0250W0268_BAC009S0423W0445,S0003,M,S0250,M,S0423,M
BAC009S0202W0297_BAC009S0523W0464_BAC009S0064W0212,S0202,F,S0523,F,S0064,M
BAC009S0352W0335_BAC009S0042W0330_BAC009S0514W0452,S0352,F,S0042,M,S0514,F
BAC009S0092W0180_BAC009S0659W0446_BAC009S0056W0413,S0092,M,S0659,F,S0056,M
BAC009S0516W0383_BAC009S0143W0366_BAC009S0231W0150,S0516,F,S0143,F,S0231,F
BAC009S0039W0368_BAC009S0124W0188_BAC009S0520W0212,S0039,M,S0124,F,S0520,F
BAC009S0042W0160_BAC009S0046W0432_BAC009S0051W0169,S0042,M,S0046,M,S0051,M
BAC009S0664W0423_BAC009S0133W0166_BAC009S0176W0447,S0664,F,S0133,F,S0176,F
BAC009S0344W0206_BAC009S0033W0436_BAC009S0662W0288,S0344,F,S0033,M,S0662,F
BAC009S0167W0252_BAC009S0081W0288_BAC009S0515W0367,S0167,F,S0081,M,S0515,F
BAC009S0099W0483_BAC009S0200W0434_BAC009S0340W0176,S0099,M,S0200,F,S0340,F
BAC009S0513W0366_BAC009S0717W0490_BAC009S0209W0237,S0513,F,S0717,M,S0209,F
BAC009S0514W0325_BAC009S0216W0140_BAC009S0118W0250,S0514,F,S0216,F,S0118,M
BAC009S0177W0244_BAC009S0174W0460_BAC009S0061W0315,S0177,F,S0174,F,S0061,M
BAC009S0142W0214_BAC009S0067W0289_BAC009S0099W0393,S0142,F,S0067,M,S0099,M
BAC009S0149W0333_BAC009S0234W0238_BAC009S0723W0418,S0149,F,S0234,F,S0723,M
BAC009S0067W0451_BAC009S0510W0177_BAC009S0222W0203,S0067,M,S0510,F,S0222,F
BAC009S0236W0235_BAC009S0039W0485_BAC009S0661W0233,S0236,F,S0039,M,S0661,F
BAC009S0122W0481_BAC009S0089W0492_BAC009S0226W0219,S0122,M,S0089,M,S0226,F
BAC009S0661W0154_BAC009S0131W0286_BAC009S0122W0180,S0661,F,S0131,F,S0122,M
BAC009S0092W0343_BAC009S0153W0236_BAC009S0049W0389,S0092,M,S0153,F,S0049,M
BAC009S0363W0209_BAC009S0191W0473_BAC009S0352W0204,S0363,F,S0191,F,S0352,F
BAC009S0101W0241_BAC009S0073W0405_BAC009S0093W0253,S0101,M,S0073,M,S0093,M
BAC009S0234W0403_BAC009S0083W0236_BAC009S0094W0173,S0234,F,S0083,M,S0094,M
BAC009S0363W0167_BAC009S0100W0474_BAC009S0057W0244,S0363,F,S0100,M,S0057,M
BAC009S0136W0429_BAC009S0174W0453_BAC009S0133W0204,S0136,F,S0174,F,S0133,F
BAC009S0023W0330_BAC009S0201W0490_BAC009S0423W0400,S0023,M,S0201,F,S0423,M
BAC009S0167W0358_BAC009S0012W0249_BAC009S0227W0458,S0167,F,S0012,M,S0227,F
BAC009S0712W0152_BAC009S0252W0312_BAC009S0708W0473,S0712,M,S0252,M,S0708,M
BAC009S0710W0221_BAC009S0146W0398_BAC009S0515W0332,S0710,M,S0146,F,S0515,F
BAC009S0723W0319_BAC009S0719W0444_BAC009S0352W0441,S0723,M,S0719,M,S0352,F
BAC009S0658W0184_BAC009S0092W0339_BAC009S0247W0251,S0658,F,S0092,M,S0247,M
BAC009S0189W0452_BAC009S0178W0233_BAC009S0249W0127,S0189,F,S0178,F,S0249,M
BAC009S0016W0390_BAC009S0143W0163_BAC009S0187W0351,S0016,M,S0143,F,S0187,F
BAC009S0064W0263_BAC009S0124W0376_BAC009S0341W0234,S0064,M,S0124,F,S0341,F
BAC009S0656W0424_BAC009S0151W0356_BAC009S0515W0286,S0656,F,S0151,F,S0515,F
BAC009S0601W0491_BAC009S0209W0309_BAC009S0187W0245,S0601,M,S0209,F,S0187,F
BAC009S0077W0404_BAC009S0108W0288_BAC009S0073W0420,S0077,M,S0108,M,S0073,M
BAC009S0349W0299_BAC009S0095W0441_BAC009S0188W0307,S0349,F,S0095,M,S0188,F
BAC009S0101W0210_BAC009S0704W0122_BAC009S0134W0351,S0101,M,S0704,M,S0134,F
BAC009S0216W0466_BAC009S0340W0392_BAC009S0661W0127,S0216,F,S0340,F,S0661,F
